0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988,0.03568988
0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494,0.00434494
0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247,0.00367247
-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765,-0.001163765
0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175,0.0064181175
0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875,0.00620905875
0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375,0.019104529375
0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875,0.0190522646875
0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499,0.0025261323437499
0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749,0.0022630661718749
-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625,-0.0013684669140625
-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312,-0.0016842334570312
-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156,-0.0118421167285156
0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421,0.0025789416357421
0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871,0.002289470817871
-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644,-0.0478552645910644
-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322,-0.0299276322955322
